citation_spec_path,anchor,short_ref,test_file,test_name,decl,directive,runs,file_runs,resolution,gate19_credits_it,gate_ref,scenario_excluded,line
openspec/specs/initiator-selection/spec.md,,,tests/e2e/case-requester.spec.ts,"the edit form carries the requester field, enabled",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,341
openspec/specs/initiator-selection/spec.md,,,tests/e2e/case-requester.spec.ts,a case saved with only the reference gains its projection,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,370
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,"the case page names the person, the number and the address",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,434
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,a company card links to the KvK record,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,467
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,a case without a requester shows no card,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,489
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,the requester is a column on the case list,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,525
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,the list filters on the requester name,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,555
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,"a protected BSN is masked, and a reveal is one logged read",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,615
openspec/specs/initiator-display/spec.md,,,tests/e2e/case-requester.spec.ts,an unprotected person is not masked,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,650
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",test,directive,yes,yes,resolves to a scenario,yes,task-management::the-open-task-shows-its-buttons-on-the-case,no,369
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,task-management::the-open-task-shows-its-buttons-on-the-case,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",test,directive,yes,yes,short form (spec::slug),yes,task-management::the-open-task-shows-its-buttons-on-the-case,no,370
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",test,directive,yes,yes,resolves to a scenario,yes,task-management::completing-the-task-confirms-and-shows-the-next-one,no,396
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,task-management::completing-the-task-confirms-and-shows-the-next-one,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",test,directive,yes,yes,short form (spec::slug),yes,task-management::completing-the-task-confirms-and-shows-the-next-one,no,397
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",test,directive,yes,yes,resolves to a scenario,yes,task-management::the-last-task-leaves-an-empty-pane,no,461
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,task-management::the-last-task-leaves-an-empty-pane,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",test,directive,yes,yes,short form (spec::slug),yes,task-management::the-last-task-leaves-an-empty-pane,no,462
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,test,directive,yes,yes,resolves to a scenario,yes,task-management::the-task-names-its-case-and-leads-back-to-it,no,496
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,task-management::the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,test,directive,yes,yes,short form (spec::slug),yes,task-management::the-task-names-its-case-and-leads-back-to-it,no,497
openspec/specs/case-dashboard-view/spec.md,one-history-tab-in-the-sidebar,,tests/e2e/case-timeline.spec.ts,the sidebar offers History and no version history,test,directive,yes,yes,resolves to a scenario,yes,case-dashboard-view::one-history-tab-in-the-sidebar,no,85
openspec/specs/case-dashboard-view/spec.md,the-newest-write-reads-first-with-its-actor,,tests/e2e/case-timeline.spec.ts,"the newest write reads first, with its actor",test,directive,yes,yes,resolves to a scenario,yes,case-dashboard-view::the-newest-write-reads-first-with-its-actor,no,97
openspec/specs/case-dashboard-view/spec.md,the-action-filter-narrows-to-updates,,tests/e2e/case-timeline.spec.ts,the Action filter narrows the list and never sits on Loading,test,directive,yes,yes,resolves to a scenario,yes,case-dashboard-view::the-action-filter-narrows-to-updates,no,153
openspec/specs/case-types/spec.md,a-coloured-status-shows-on-the-board,case-types::a-coloured-status-shows-on-the-board,tests/e2e/case-type-authoring-extras.spec.ts,a coloured status draws its board column in that colour,test,directive,yes,yes,short form (spec::slug),yes,case-types::a-coloured-status-shows-on-the-board,no,324
openspec/specs/case-types/spec.md,a-hidden-status-keeps-its-cases-out-of-the-list,case-types::a-hidden-status-keeps-its-cases-out-of-the-list,tests/e2e/case-type-authoring-extras.spec.ts,"a hidden status keeps its cases off the list, and Closed brings them back",test,directive,yes,yes,short form (spec::slug),yes,case-types::a-hidden-status-keeps-its-cases-out-of-the-list,no,352
openspec/specs/case-types/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,the case page draws the current status in its status’s colour,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,384
openspec/specs/case-types/spec.md,a-child-shows-its-parents-statuses,case-types::a-child-shows-its-parents-statuses,tests/e2e/case-type-authoring-extras.spec.ts,"a child that declares nothing shows its parent’s four statuses, marked Inherited",test,directive,yes,yes,short form (spec::slug),yes,case-types::a-child-shows-its-parents-statuses,no,407
openspec/specs/case-types/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,a child’s own deadline beats its parent’s,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,431
openspec/specs/case-types/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,"a parent that descends from the type is refused, and the message names the cycle",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,463
openspec/specs/property-definition-management/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,picking a folder narrows the Case types index to that category,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,527
openspec/specs/property-definition-management/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,"an attribute saved without a case type is listed on every type, marked Shared",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,612
openspec/specs/avg-verwerkingenlogging/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,the personal data block reads back the categories and the basis,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,634
openspec/specs/workflow-import-export/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,Export starts a download whose name carries the type’s identifier,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,653
openspec/specs/workflow-import-export/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,"Duplicate lands you on the copy, with the same statuses",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,669
openspec/specs/zaaktype-versioning/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,a draft with findings lists them and stays a draft,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,702
openspec/specs/zaaktype-versioning/spec.md,,,tests/e2e/case-type-authoring-extras.spec.ts,"a valid draft is published with its change note, and the version says so",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,724
openspec/specs/case-types/spec.md,the-create-form-asks-the-twelve-authoring-fields-and-not-the-rest,case-types::the-create-form-asks-the-twelve-authoring-fields-and-not-the-rest,tests/e2e/case-type-create-form.spec.ts,asks the twelve authoring fields and not the other twenty-nine,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-create-form-asks-the-twelve-authoring-fields-and-not-the-rest,no,126
openspec/specs/case-types/spec.md,the-starting-status-is-not-asked-for-at-create-time,case-types::the-starting-status-is-not-asked-for-at-create-time,tests/e2e/case-type-create-form.spec.ts,asks the twelve authoring fields and not the other twenty-nine,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-starting-status-is-not-asked-for-at-create-time,no,127
openspec/specs/case-types/spec.md,the-form-opens-on-the-title-rather-than-alphabetically,case-types::the-form-opens-on-the-title-rather-than-alphabetically,tests/e2e/case-type-create-form.spec.ts,opens on the title rather than alphabetically,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-form-opens-on-the-title-rather-than-alphabetically,no,148
openspec/specs/case-types/spec.md,the-fields-are-laid-out-in-two-columns,case-types::the-fields-are-laid-out-in-two-columns,tests/e2e/case-type-create-form.spec.ts,lays the fields out in two columns,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-fields-are-laid-out-in-two-columns,no,165
openspec/specs/case-types/spec.md,the-fields-are-laid-out-in-two-columns,case-types::the-fields-are-laid-out-in-two-columns,tests/e2e/case-type-create-form.spec.ts,gives the three prose fields the full width,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-fields-are-laid-out-in-two-columns,no,185
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,every entry in the row menu has a visible label,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,142
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,the menu offers View and Edit exactly once each,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,162
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,Edit navigates to the case type detail route,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,179
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,Edit does not open a dialog over the index,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,191
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,the detail page offers an Edit button,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,213
openspec/changes/archive/2026-06-13-case-types-04-property-doc-decision-tabs/tasks.md,TASK-CT-13,,tests/e2e/case-type-edit-and-setup.spec.ts,the Edit button opens the record form,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,230
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,"the server reports every actionable step, and reports the optional ones as outstanding",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,247
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,a completed wizard does not keep the optional secret step outstanding,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,266
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,a completed wizard stays closed on a fresh browser profile,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,294
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,the wizard opens exactly when an optional step is outstanding,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,360
//,,,tests/e2e/case-type-edit-and-setup.spec.ts,the wizard offers no step the seed action cannot fulfil,test,prose-mention,yes,yes,"no anchor, and the file does not exist",no,,no,425
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,the tour a user actually gets includes the Case types and Flows stops,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,496
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,"the tour opens for a user who has not seen it, and offers all seven steps",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,517
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,neither new stop forces the user to create anything,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,587
openspec/specs/first-time-setup/spec.md,,,tests/e2e/case-type-edit-and-setup.spec.ts,both new stops can actually anchor to their nav item,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,611
openspec/specs/case-types/spec.md,a-cycle-is-refused,case-types::a-cycle-is-refused,tests/e2e/case-type-parent-chain.spec.ts,"setting a parent that descends from the type is refused on save, naming the loop",test,directive,yes,yes,short form (spec::slug),yes,case-types::a-cycle-is-refused,no,170
openspec/specs/case-types/spec.md,a-child-inherits-a-deadline-it-does-not-declare,case-types::a-child-inherits-a-deadline-it-does-not-declare,tests/e2e/case-type-parent-chain.spec.ts,a case filed on a child that sets no deadline is due on its parent’s term,test,directive,yes,yes,short form (spec::slug),yes,case-types::a-child-inherits-a-deadline-it-does-not-declare,no,211
openspec/specs/case-types/spec.md,a-functional-administrator-gives-a-status-a-colour-and-a-role,case-types::a-functional-administrator-gives-a-status-a-colour-and-a-role,tests/e2e/case-type-status-authoring.spec.ts,a colour and a role picked on the Statuses tab reach the row and a flow,test,directive,yes,yes,short form (spec::slug),yes,case-types::a-functional-administrator-gives-a-status-a-colour-and-a-role,no,453
openspec/specs/case-types/spec.md,a-status-asks-for-a-checklist,case-types::a-status-asks-for-a-checklist,tests/e2e/case-type-status-authoring.spec.ts,a required checklist item saved on a status becomes a task on the case,test,directive,yes,yes,short form (spec::slug),yes,case-types::a-status-asks-for-a-checklist,no,531
openspec/specs/case-types/spec.md,a-child-overrides-one-deadline,case-types::a-child-overrides-one-deadline,tests/e2e/case-type-status-authoring.spec.ts,"a case filed on a child type is due six weeks after it starts, not twelve",test,directive,yes,yes,short form (spec::slug),yes,case-types::a-child-overrides-one-deadline,no,583
openspec/specs/admin-settings/spec.md,admin-settings-page-is-accessible,,tests/e2e/case-types-tabs.spec.ts,admin settings surface renders the Case Type Management heading,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::admin-settings-page-is-accessible,no,25
openspec/specs/admin-settings/spec.md,empty-case-type-list,,tests/e2e/case-types-tabs.spec.ts,admin settings surface has an add-control for case types,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::empty-case-type-list,no,36
openspec/specs/status-transition-engine/spec.md,the-tasks-arrive-with-the-status,,tests/e2e/checklist-per-status.spec.ts,"the tasks arrive with the status, and show in the Tasks pane",test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::the-tasks-arrive-with-the-status,yes,479
openspec/specs/status-transition-engine/spec.md,an-admins-free-form-move-brings-them-too,,tests/e2e/checklist-per-status.spec.ts,an admin's free-form move brings them too,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::an-admins-free-form-move-brings-them-too,yes,510
openspec/specs/status-transition-engine/spec.md,back-to-intake-and-forward-again,,tests/e2e/checklist-per-status.spec.ts,back to intake and forward again keeps one set of tasks,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::back-to-intake-and-forward-again,yes,534
openspec/specs/status-transition-engine/spec.md,the-button-says-which-item-is-open,,tests/e2e/checklist-per-status.spec.ts,the button says which item is still open,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::the-button-says-which-item-is-open,yes,580
openspec/specs/status-transition-engine/spec.md,completing-the-task-frees-the-case,,tests/e2e/checklist-per-status.spec.ts,completing the task frees the case,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::completing-the-task-frees-the-case,yes,603
openspec/specs/status-transition-engine/spec.md,an-optional-item-does-not-hold-the-case,,tests/e2e/checklist-per-status.spec.ts,an optional item does not hold the case,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::an-optional-item-does-not-hold-the-case,yes,633
openspec/specs/status-transition-engine/spec.md,the-guard-fails-server-side-too,,tests/e2e/checklist-per-status.spec.ts,the guard refuses the move posted straight to the API,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::the-guard-fails-server-side-too,yes,652
openspec/specs/dashboard/spec.md,scenario-fresh-session-lands-on-the-dashboard,,tests/e2e/dashboard-tiles.spec.ts,every KPI tile shows a number on the first load of a session,test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-fresh-session-lands-on-the-dashboard,no,519
openspec/specs/dashboard/spec.md,scenario-your-tasks-appear-once-with-days-left,,tests/e2e/dashboard-tiles.spec.ts,"My work lists each of your open tasks once, with days left",test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-your-tasks-appear-once-with-days-left,no,557
openspec/specs/dashboard/spec.md,scenario-you-complete-a-task-from-the-row,,tests/e2e/dashboard-tiles.spec.ts,"a My work row opens the task, which is where Pick up and Complete are",test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-you-complete-a-task-from-the-row,yes,604
openspec/specs/signalering-widgets/spec.md,scenario-overdue-and-near-deadline-cases-share-one-table,,tests/e2e/dashboard-tiles.spec.ts,"Deadlines holds the overdue and the nearly due, overdue first and in red",test,directive,yes,yes,resolves to a scenario,yes,signalering-widgets::scenario-overdue-and-near-deadline-cases-share-one-table,no,622
openspec/specs/signalering-widgets/spec.md,scenario-closed-cases-stay-out,,tests/e2e/dashboard-tiles.spec.ts,"a closed case stays off Deadlines, however late it was",test,directive,yes,yes,resolves to a scenario,yes,signalering-widgets::scenario-closed-cases-stay-out,no,674
openspec/specs/dashboard/spec.md,scenario-view-all-from-the-deadlines-table,,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-view-all-from-the-deadlines-table,no,697
openspec/specs/signalering-widgets/spec.md,,,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,698
openspec/specs/dashboard/spec.md,scenario-dash-004c-overdue-panel-with-view-all-link,,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-dash-004c-overdue-panel-with-view-all-link,no,699
openspec/specs/dashboard/spec.md,scenario-draft-case-types-are-absent,,tests/e2e/dashboard-tiles.spec.ts,New case offers the published case type and not the draft,test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-draft-case-types-are-absent,no,771
openspec/specs/dashboard/spec.md,fresh-session-lands-on-the-dashboard,,tests/e2e/pages.spec.ts,"the KPI tiles render numbers on a fresh load, not the widget fallback",test,directive,yes,yes,resolves to a scenario,yes,dashboard::fresh-session-lands-on-the-dashboard,no,65
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,,tests/e2e/pages.spec.ts,renders list view with correct controls,test,directive,yes,yes,resolves to a scenario,yes,case-management::cases-index-page-renders-list-shell,no,89
openspec/specs/task-management/spec.md,view-the-global-task-list,,tests/e2e/pages.spec.ts,"renders list view with search and filters, and offers no Add",test,directive,yes,yes,resolves to a scenario,yes,task-management::view-the-global-task-list,no,241
openspec/specs/task-management/spec.md,view-the-global-task-list,,tests/e2e/pages.spec.ts,"the Subject column shows the case title, not its uuid",test,directive,yes,yes,resolves to a scenario,yes,task-management::view-the-global-task-list,no,274
openspec/specs/my-work/spec.md,scenario-card-and-table-view,,tests/e2e/pages.spec.ts,renders as a card index scoped to the current user,test,directive,yes,yes,resolves to a scenario,yes,my-work::scenario-card-and-table-view,yes,338
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,,tests/e2e/pages.spec.ts,renders processing time analytics,test,directive,yes,yes,resolves to a scenario,yes,doorlooptijd-dashboard::doorlooptijd-page-renders-heading,no,358
openspec/specs/admin-settings/spec.md,admin-settings-page-is-accessible,,tests/e2e/spec-coverage/admin-settings.spec.ts,admin settings page is accessible to admin users,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::admin-settings-page-is-accessible,no,84
openspec/specs/admin-settings/spec.md,regular-users-cannot-access-admin-settings,,tests/e2e/spec-coverage/admin-settings.spec.ts,a signed-in non-admin is refused the admin settings endpoint with 403,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::regular-users-cannot-access-admin-settings,no,117
openspec/specs/admin-settings/spec.md,empty-case-type-list,,tests/e2e/spec-coverage/admin-settings.spec.ts,case type list renders its management surface and add control,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::empty-case-type-list,no,198
openspec/specs/admin-settings/spec.md,add-a-new-case-type,,tests/e2e/spec-coverage/admin-settings.spec.ts,adding a case type opens the creation view and stores a draft by default,test,directive,yes,yes,resolves to a scenario,yes,admin-settings::add-a-new-case-type,no,240
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,procest no longer hosts a processing-activities page,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,103
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-the-capability-is-reachable-in-openregister,,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,a case read is logged against a catalogued activity that carries a review status,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,299
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-the-capability-is-reachable-in-openregister,,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,the inzageverzoek export returns the logged read of that data subject,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,366
openspec/specs/initiator-selection/spec.md,agent-picks-an-initiator-type,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,start-case flow offers Person / Company / Contact and stays skippable,test,directive,yes,yes,resolves to a scenario,yes,initiator-selection::agent-picks-an-initiator-type,no,341
openspec/specs/initiator-selection/spec.md,person-search-hits-the-brp-register-set,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,person search lists a seeded personen-mock persona with BSN,test,directive,yes,yes,resolves to a scenario,yes,initiator-selection::person-search-hits-the-brp-register-set,no,362
openspec/specs/initiator-selection/spec.md,company-search-hits-the-kvk-register-set,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,company search by pinned KvK number lists the fixture company,test,directive,yes,yes,resolves to a scenario,yes,initiator-selection::company-search-hits-the-kvk-register-set,no,379
openspec/specs/initiator-selection/spec.md,contacts-source-degrades-gracefully,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,"contact tab shows an explicit empty state, never an error toast",test,directive,yes,yes,resolves to a scenario,yes,initiator-selection::contacts-source-degrades-gracefully,no,395
openspec/specs/initiator-selection/spec.md,selection-persists-on-the-case,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,picked persona persists as projection and shows on case detail with source link,test,directive,yes,yes,resolves to a scenario,yes,initiator-selection::selection-persists-on-the-case,no,480
openspec/specs/initiator-display/spec.md,initiator-visible-on-the-case,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,picked persona persists as projection and shows on case detail with source link,test,directive,yes,yes,resolves to a scenario,yes,initiator-display::initiator-visible-on-the-case,no,481
openspec/specs/initiator-display/spec.md,no-initiator-no-clutter,,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,a case created without initiator renders no initiator block,test,directive,yes,yes,resolves to a scenario,yes,initiator-display::no-initiator-no-clutter,no,529
openspec/specs/case-email-integration/spec.md,no-per-user-smtp-send-configuration-is-exposed,,tests/e2e/spec-coverage/case-email-integration.spec.ts,shared-mailbox settings render without per-user SMTP send fields,test,directive,yes,yes,resolves to a scenario,yes,case-email-integration::no-per-user-smtp-send-configuration-is-exposed,no,32
openspec/specs/deelzaak-support/spec.md,case-list-shows-sub-case-count,deelzaak-support::case-list-shows-sub-case-count,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::case-list-shows-sub-case-count,no,264
openspec/specs/deelzaak-support/spec.md,case-without-sub-cases-has-no-badge,deelzaak-support::case-without-sub-cases-has-no-badge,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::case-without-sub-cases-has-no-badge,no,265
openspec/specs/deelzaak-support/spec.md,sub-case-counts-batch-loaded-per-page,deelzaak-support::sub-case-counts-batch-loaded-per-page,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::sub-case-counts-batch-loaded-per-page,no,266
openspec/specs/deelzaak-support/spec.md,delete-parent-case-with-sub-cases-shows-warning,deelzaak-support::delete-parent-case-with-sub-cases-shows-warning,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the sub-cases page warns about orphans for a parent with sub-cases,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::delete-parent-case-with-sub-cases-shows-warning,no,340
openspec/specs/deelzaak-support/spec.md,delete-case-without-sub-cases-proceeds-normally,deelzaak-support::delete-case-without-sub-cases-proceeds-normally,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a parent with no sub-cases takes the plain delete confirmation,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::delete-case-without-sub-cases-proceeds-normally,no,408
openspec/specs/deelzaak-support/spec.md,parent-case-shows-sub-cases-list,deelzaak-support::parent-case-shows-sub-cases-list,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the Sub-cases tab renders either a list or an empty state without error,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::parent-case-shows-sub-cases-list,no,460
openspec/specs/deelzaak-support/spec.md,parent-case-with-no-sub-cases-shows-empty-state,deelzaak-support::parent-case-with-no-sub-cases-shows-empty-state,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the Sub-cases tab renders either a list or an empty state without error,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::parent-case-with-no-sub-cases-shows-empty-state,no,461
openspec/specs/deelzaak-support/spec.md,sub-case-shows-parent-breadcrumb,deelzaak-support::sub-case-shows-parent-breadcrumb,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::sub-case-shows-parent-breadcrumb,no,493
openspec/specs/deelzaak-support/spec.md,top-level-case-has-no-breadcrumb,deelzaak-support::top-level-case-has-no-breadcrumb,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::top-level-case-has-no-breadcrumb,no,494
openspec/specs/deelzaak-support/spec.md,roll-up-shows-completion-progress,deelzaak-support::roll-up-shows-completion-progress,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::roll-up-shows-completion-progress,no,495
openspec/specs/deelzaak-support/spec.md,roll-up-with-no-completed-sub-cases,deelzaak-support::roll-up-with-no-completed-sub-cases,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::roll-up-with-no-completed-sub-cases,no,496
openspec/specs/deelzaak-support/spec.md,create-sub-case-from-parent-case-detail,deelzaak-support::create-sub-case-from-parent-case-detail,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"an eligible parent offers Create sub-case, filtered to its own subCaseTypes, and the created case carries parentCase",test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::create-sub-case-from-parent-case-detail,no,812
