citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,"overdue is the instant comparison, so a task due later today is not late",partial,"The citation names a file and no requirement; the test asserts the engine's own overdue projection over the API and never touches the Tasks index, so a broken Overdue chip on the page under test survives it untouched.",no,no,no anchor: cites a whole spec file,"expect(late, 'a task due later today is not overdue').not.toContain(tasks['task-due-today'])",yes,no,verified
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Transition moves the selection, with a reason",verified,"The citation names a file and no requirement; the test drives the real dialog with a reason, asserts the 2 of 2 summary, and then reads both cases back from the API to confirm the stored status actually moved rather than trusting the counter.",no,no,no anchor: cites a whole spec file,"expect(saved.status, `${key} moved`).not.toBe(statusReceived)",yes,no,verified
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"no reason, no execute",verified,"The citation names a file and no requirement; the test waits for the preview to land so the only missing input is the reason, asserts Execute is disabled, then asserts it enables once the reason is filled, which pins the refusal to the reason and not to a slow preview.",yes,no,no anchor: cites a whole spec file,"await expect(dialog.locator('[data-testid=""bulk-execute""]')).toBeDisabled()",yes,no,verified
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Suspend then Resume, each with its reason",verified,"The citation names a file and no requirement; the test polls the case object after each gesture and asserts each reason reached the case journal, so a dialog that reported success without writing the pause reddens on the poll.",no,no,no anchor: cites a whole spec file,.toContain('Awaiting documents'),yes,no,verified
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Extend term writes the new end date, and leaves the Deadline column alone",verified,"The citation names a file and no requirement; the test polls the stored plannedEndDate for the new date and separately asserts the read-only deadline is byte-identical to the value read before the extension, covering both clauses of the requirement.",no,no,no anchor: cites a whole spec file,expect(String(after.deadline ?? '')).toBe(String(before.deadline ?? '')),yes,no,verified
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,the Cases list offers all five bulk actions on a selection,verified,"The citation names a file and no requirement; the test ticks a row and asserts each of the five bulkActions buttons is visible in the selection strip, which is the manifest claim the requirement makes, though it opens none of them.",no,no,no anchor: cites a whole spec file,"await expect(strip.locator(`[data-testid=""cn-bulk-action-${id}""]`), `the strip offers ${id}`).toBeVisible()",yes,no,verified
openspec/specs/case-management/spec.md,the-tab-lists-the-cases-objects,tests/e2e/case-objects.spec.ts,the tab lists this case objects and not another case one,verified,"Asserts exactly two rows in the tab, the building row carrying its object type and its description and the vehicle row its type, and asserts the other case's object is absent, so a widget that lost the case filter or a column reddens; the link column is only proven indirectly because the seeded URL embeds the identification.",no,yes,resolves to a scenario,await expect(widget.getByText(OTHER_ID)).toHaveCount(0),yes,no,verified
openspec/specs/case-management/spec.md,the-tab-lists-the-cases-objects,tests/e2e/case-objects.spec.ts,the tab lists this case objects and not another case one,verified,"Asserts exactly two rows in the tab, the building row carrying its object type and its description and the vehicle row its type, and asserts the other case's object is absent, so a widget that lost the case filter or a column reddens; the link column is only proven indirectly because the seeded URL embeds the identification.",no,yes,resolves to a scenario,await expect(widget.getByText(OTHER_ID)).toHaveCount(0),yes,no,verified
openspec/specs/case-management/spec.md,an-empty-case-shows-the-tab,tests/e2e/case-objects.spec.ts,"a case without objects shows the tab, its empty state and the way out",verified,"Asserts the empty-state sentence in both locales, that every caseObject query came back under 400 so a failed fetch cannot pose as an empty case, and that the Objects tab is present rather than hidden.",no,yes,resolves to a scenario,"await expect(widget).toContainText(/No objects linked to this case yet|Nog geen objecten aan deze zaak gekoppeld/, { timeout: 20_000 })",yes,no,verified
openspec/specs/case-management/spec.md,an-empty-case-shows-the-tab,tests/e2e/case-objects.spec.ts,"a case without objects shows the tab, its empty state and the way out",verified,"Asserts the empty-state sentence in both locales, that every caseObject query came back under 400 so a failed fetch cannot pose as an empty case, and that the Objects tab is present rather than hidden.",no,yes,resolves to a scenario,"await expect(widget).toContainText(/No objects linked to this case yet|Nog geen objecten aan deze zaak gekoppeld/, { timeout: 20_000 })",yes,no,verified
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,an object linked from the case carries that case and shows up in the tab,verified,"Fills the Link object form, reads the saved row back over the API and asserts the stored case, object type and description, then asserts the new row appears in the Objects tab, which is both THENs of the scenario rather than the prefilled field.",no,yes,resolves to a scenario,expect(String(stored.case)).toBe(formCaseId),yes,no,verified
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,an object linked from the case carries that case and shows up in the tab,verified,"Fills the Link object form, reads the saved row back over the API and asserts the stored case, object type and description, then asserts the new row appears in the Objects tab, which is both THENs of the scenario rather than the prefilled field.",no,yes,resolves to a scenario,expect(String(stored.case)).toBe(formCaseId),yes,no,verified
openspec/specs/case-management/spec.md,a-link-without-an-object-type-is-refused,tests/e2e/case-objects.spec.ts,a link without an object type cannot be saved and the field is marked,verified,"Asserts the save button is disabled while the object type is empty, that the field carries the required marker, that filling the type releases the button so the refusal is about that field, and that no row was stored, so a form that saved anyway reddens.",yes,yes,resolves to a scenario,"expect(rows.filter((r) => String(r.objectIdentification ?? '') === refusedId), 'no case object should have been saved without an object type').toHaveLength(0)",yes,no,verified
openspec/specs/case-management/spec.md,a-link-without-an-object-type-is-refused,tests/e2e/case-objects.spec.ts,a link without an object type cannot be saved and the field is marked,verified,"Asserts the save button is disabled while the object type is empty, that the field carries the required marker, that filling the type releases the button so the refusal is about that field, and that no row was stored, so a form that saved anyway reddens.",yes,yes,resolves to a scenario,"expect(rows.filter((r) => String(r.objectIdentification ?? '') === refusedId), 'no case object should have been saved without an object type').toHaveLength(0)",yes,no,verified
openspec/specs/case-management/spec.md,one-building-two-cases,tests/e2e/case-objects.spec.ts,the index finds one building on two cases and leaves the vehicle out,verified,"Asserts exactly two index rows for the shared building identification and tells them apart by the per case descriptions, then asserts the vehicle and the third case's object are absent, so an index that collapsed the two cases into one row or leaked the vehicle reddens.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(2, { timeout: 30_000 })",yes,no,verified
openspec/specs/case-management/spec.md,one-building-two-cases,tests/e2e/case-objects.spec.ts,the index finds one building on two cases and leaves the vehicle out,verified,"Asserts exactly two index rows for the shared building identification and tells them apart by the per case descriptions, then asserts the vehicle and the third case's object are absent, so an index that collapsed the two cases into one row or leaked the vehicle reddens.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(2, { timeout: 30_000 })",yes,no,verified
openspec/specs/case-management/spec.md,a-row-opens-its-case,tests/e2e/case-objects.spec.ts,"View case on a row opens that row case, not the row",verified,"Opens View case from the row overflow menu and asserts the URL carries the case id rather than the case object id, plus the seeded case title on the detail page, which is exactly the misbinding that would otherwise render an empty page without erroring.",no,yes,resolves to a scenario,"await expect(page).toHaveURL(new RegExp(`/cases/${objectsCaseId}(?:[?#]|$)`), { timeout: 30_000 })",yes,no,verified
openspec/specs/case-management/spec.md,a-row-opens-its-case,tests/e2e/case-objects.spec.ts,"View case on a row opens that row case, not the row",verified,"Opens View case from the row overflow menu and asserts the URL carries the case id rather than the case object id, plus the seeded case title on the detail page, which is exactly the misbinding that would otherwise render an empty page without erroring.",no,yes,resolves to a scenario,"await expect(page).toHaveURL(new RegExp(`/cases/${objectsCaseId}(?:[?#]|$)`), { timeout: 30_000 })",yes,no,verified
openspec/specs/case-management/spec.md,the-sidebar-groups-by-object-type,tests/e2e/case-objects.spec.ts,the sidebar groups by object type and All objects brings every row back,verified,"Clicks the building folder and asserts the list narrows to the single building row with the vehicle identification gone, then asserts All objects brings both rows back, which is both THENs of the scenario.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(1, { timeout: 20_000 }) after clicking the building folder, then await expect(rows).toHaveCount(2) after cn-folder-sidebar__all",yes,no,verified
openspec/specs/case-management/spec.md,the-sidebar-groups-by-object-type,tests/e2e/case-objects.spec.ts,the sidebar groups by object type and All objects brings every row back,verified,"Clicks the building folder and asserts the list narrows to the single building row with the vehicle identification gone, then asserts All objects brings both rows back, which is both THENs of the scenario.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(1, { timeout: 20_000 }) after clicking the building folder, then await expect(rows).toHaveCount(2) after cn-folder-sidebar__all",yes,no,verified
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,"the tab lists this case parties with their delegation, and not another case one",verified,"Same test under the short citation form: two rows counted, delegate and delegation year read off the handler row, and the foreign case's participant required to be absent, so a broken case filter or an unbound cell reddens it.",no,yes,resolves to a scenario,await expect(widget.getByText(OTHER_PARTICIPANT)).toHaveCount(0),yes,no,verified
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,"the tab lists this case parties with their delegation, and not another case one",verified,"Same test under the short citation form: two rows counted, delegate and delegation year read off the handler row, and the foreign case's participant required to be absent, so a broken case filter or an unbound cell reddens it.",no,yes,resolves to a scenario,await expect(widget.getByText(OTHER_PARTICIPANT)).toHaveCount(0),yes,no,verified
openspec/specs/roles-decisions/spec.md,a-case-without-parties-says-so,tests/e2e/case-parties.spec.ts,a case without parties shows the empty state and the Add party action,verified,"Same test under the short citation form: the empty state text, the non-failing role query and the Add party menu entry are each asserted, so removing either half of the scenario reddens it.",no,yes,resolves to a scenario,"await expect(widget).toContainText(/No parties on this case yet|Nog geen betrokkenen bij deze zaak/, ...)",yes,no,verified
openspec/specs/roles-decisions/spec.md,a-case-without-parties-says-so,tests/e2e/case-parties.spec.ts,a case without parties shows the empty state and the Add party action,verified,"Same test under the short citation form: the empty state text, the non-failing role query and the Add party menu entry are each asserted, so removing either half of the scenario reddens it.",no,yes,resolves to a scenario,"await expect(widget).toContainText(/No parties on this case yet|Nog geen betrokkenen bij deze zaak/, ...)",yes,no,verified
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,a party added from the case carries that case and shows up in the tab,verified,"Same test under the short citation form: the saved row's case reference is asserted on the stored object rather than on the prefilled field, and the refreshed list is asserted to hold exactly one matching row.",no,yes,resolves to a scenario,"await expect(widget.locator('tbody tr').filter({ hasText: TYPED_PARTICIPANT })).toHaveCount(1, { timeout: 20_000 })",yes,no,verified
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,a party added from the case carries that case and shows up in the tab,verified,"Same test under the short citation form: the saved row's case reference is asserted on the stored object rather than on the prefilled field, and the refreshed list is asserted to hold exactly one matching row.",no,yes,resolves to a scenario,"await expect(widget.locator('tbody tr').filter({ hasText: TYPED_PARTICIPANT })).toHaveCount(1, { timeout: 20_000 })",yes,no,verified
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a team picked on the case page is stored and shows in the Team column,verified,"Same test under the short citation form: the stored assignedGroup is polled to the picked team id and the index row is required to carry the team name, so a picker that saves nothing or a column bound to the wrong key both redden it.",no,yes,resolves to a scenario,"expect.poll(... stored.assignedGroup ..., { message: 'the team picked on the case page must be stored on the case' }).toBe(teamId)",yes,no,not measured
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a team picked on the case page is stored and shows in the Team column,verified,"Same test under the short citation form: the stored assignedGroup is polled to the picked team id and the index row is required to carry the team name, so a picker that saves nothing or a column bound to the wrong key both redden it.",no,yes,resolves to a scenario,"expect.poll(... stored.assignedGroup ..., { message: 'the team picked on the case page must be stored on the case' }).toBe(teamId)",yes,no,not measured
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a case with a team shows it in the Team column and keeps its assignee,verified,"Same test under the short citation form: the team name and the retained assignee are both read off the index row, so a $ref column that falls back to the raw uuid or a team write that clears the assignee reddens it.",no,yes,resolves to a scenario,await expect(row).toContainText(currentUser),yes,no,verified
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a case with a team shows it in the Team column and keeps its assignee,verified,"Same test under the short citation form: the team name and the retained assignee are both read off the index row, so a $ref column that falls back to the raw uuid or a team write that clears the assignee reddens it.",no,yes,resolves to a scenario,await expect(row).toContainText(currentUser),yes,no,verified
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the Team facet lists the team with a count of one,partial,"Same test under the short citation form: the count of one is proven on the API facet payload with two marked cases seeded, but nothing asserts that any facet option renders, which is what the scenario says the reader sees.",no,yes,resolves to a scenario,"await expect(indexRows(page), 'both marked cases are listed, so the facet is counted over two').toHaveCount(2, ...)",yes,no,not measured
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the Team facet lists the team with a count of one,partial,"Same test under the short citation form: the count of one is proven on the API facet payload with two marked cases seeded, but nothing asserts that any facet option renders, which is what the scenario says the reader sees.",no,yes,resolves to a scenario,"await expect(indexRows(page), 'both marked cases are listed, so the facet is counted over two').toHaveCount(2, ...)",yes,no,not measured
openspec/specs/role-routing-via-or-rbac/spec.md,mine-shows-only-my-cases,tests/e2e/case-parties.spec.ts,the Mine chip narrows the list to my own cases,verified,"Same test under the short citation form: both cases are first asserted present under the All chip, then the Mine chip is clicked and the colleague row is required to reach zero, so a chip that filters nothing reddens it.",no,yes,resolves to a scenario,"await chips.getByRole('tab', { name: /Mine|Van mij/ }).click(); await expect(colleague).toHaveCount(0, ...)",yes,no,verified
openspec/specs/role-routing-via-or-rbac/spec.md,mine-shows-only-my-cases,tests/e2e/case-parties.spec.ts,the Mine chip narrows the list to my own cases,verified,"Same test under the short citation form: both cases are first asserted present under the All chip, then the Mine chip is clicked and the colleague row is required to reach zero, so a chip that filters nothing reddens it.",no,yes,resolves to a scenario,"await chips.getByRole('tab', { name: /Mine|Van mij/ }).click(); await expect(colleague).toHaveCount(0, ...)",yes,no,verified
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,"the New case form asks for a requester, and the field is enabled",verified,"The citation names no requirement, only the spec file, so it is read against the whole of initiator-selection: the test asserts the New case dialog carries exactly one requester field, that its control is enabled and free of the no-provider tooltip, and that Create enables with the field left empty, which is the enabled-and-optional half of the selector requirement; it never asserts that InitiatorPicker painted the field or that Person, Company and Contact are offered.",no,no,no anchor: cites a whole spec file,await expect(control).toBeEnabled({ timeout: 15_000 }),yes,no,verified
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,"the edit form carries the requester field, enabled",verified,"The citation names no requirement, only the spec file; the test opens Edit on a seeded case and asserts the dialog holds one requester field whose control is enabled and carries no integration tooltip, which is what the spec asks of the edit form, though it never opens the picker or checks which component renders it.",no,no,no anchor: cites a whole spec file,"await expect(requester.locator('input, [role=""combobox""]').first()).toBeEnabled({ timeout: 15_000 })",yes,no,verified
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,a case saved with only the reference gains its projection,verified,"The citation names no requirement, only the spec file; the test seeds a case carrying the bare requester uuid, proves the projection is empty first, opens the case and then polls the stored row until initiatorDisplayName holds the person's name with the canonical reference untouched, so a broken back-fill reddens it on stored data rather than on the screen.",no,no,no anchor: cites a whole spec file,"await expect.poll(async () => { const after = await showObject(api, 'case', bareRequesterCaseId); return after.initiatorDisplayName ?? '' }, ...).toBe(PLAIN....",yes,no,verified
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,a company requester persists as the uuid and the projection,partial,"The citation names no requirement, only the spec file; the test reads back the very row beforeAll seeded through the API and asserts the four fields the fixture itself wrote, a tautology that no picker, form or save-path breakage can redden, since it never opens a page and never exercises the write the requirement is about.",no,no,no anchor: cites a whole spec file,"expect(saved.requester, 'the uuid of the kvkCompany row').toBe(companyId)",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,"the case page names the person, the number and the address",verified,"The citation names no requirement, only the spec file; the test asserts the card's name, type and BSN, that the address is resolved from the brpPerson row rather than from the case, and that the number links to this app's contact page, so a card that rendered the projection alone would fail on the address.",no,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-address""]'), 'the address is resolved from the brpPerson row').toContainText('Mandelaplein', { timeout: 20...",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,a company card links to the KvK record,verified,"The citation names no requirement, only the spec file; the test asserts the company card's trade name, the type Company, the KvK number and that the number links to the organisation page for the seeded kvkCompany row, which is the whole of the company-card requirement.",no,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-source-link""]')).toHaveAttribute('href', new RegExp(`/organisations/${companyId}$`))",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,a case without a requester shows no card,verified,"The citation names no requirement, only the spec file; the test waits for the tab strip so an absent card is a decision rather than a pending render, asserts zero initiator-section nodes, and then asserts the separate empty line is visible with its text, so both halves of no initiator, no clutter would redden.",no,no,no anchor: cites a whole spec file,"await expect(page.locator('[data-testid=""initiator-section""]')).toHaveCount(0)",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,the requester is a column on the case list,verified,"The citation names no requirement, only the spec file; the test asserts the Requester column header exists and then, after narrowing the list by title so the row cannot be missed by pagination, asserts that row carries the persona's name, which is exactly the column requirement.",no,no,no anchor: cites a whole spec file,"await expect(row.first()).toContainText(PLAIN.name, { timeout: 30_000 })",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,the list filters on the requester name,partial,"The citation names no requirement, only the spec file; the narrowing is proven by a direct API query on initiatorDisplayName rather than by typing in the sidebar filter, and the only UI assertion, getByText(/^(Requester|Aanvrager)$/) over the whole page, is also satisfied by the Requester column header the sibling test asserts, so a sidebar that offers no requester filter still passes.",no,no,no anchor: cites a whole spec file,"expect(titles.some((t) => t.includes(`${RUN_PREFIX} Bedrijfsaanvrager`)), 'and not the case with a different requester').toBe(false)",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,"a protected BSN is masked, and a reveal is one logged read",verified,"The citation names no requirement, only the spec file; the test asserts the Protected marker, that the number renders as five dots plus the last four digits, that no reveal read happened before the press, and that the press produces the full BSN and exactly one request carrying _reason=bsn-reveal, so masking, the marker and the single logged read all redden independently.",yes,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-source-link""]')).toHaveText(`•••••${PROTECTED.bsn.slice(-4)}`)",yes,no,verified
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,an unprotected person is not masked,verified,"The citation names no requirement, only the spec file; the test first proves the source row resolved by asserting the address, then asserts the full BSN with zero Protected markers and zero reveal buttons, so a build that masked every person would fail on all three.",yes,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-protected""]')).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",verified,"Asserts the earliest due open task's title in the pane, both verb buttons by testid, and the second task listed under the pane and not in it, so a pane bound to the case id renders no buttons and reddens; it cannot assert the three button labels the scenario names, and the spec itself records those labels as false as written since the schema lifecycle went away.",no,yes,resolves to a scenario,"await expect(panel.locator('[data-testid=""case-task-pane-title""]')).toHaveText(readFirstTitle, { timeout: 20_000 })",yes,no,verified
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",verified,"Asserts the earliest due open task's title in the pane, both verb buttons by testid, and the second task listed under the pane and not in it, so a pane bound to the case id renders no buttons and reddens; it cannot assert the three button labels the scenario names, and the spec itself records those labels as false as written since the schema lifecycle went away.",no,yes,resolves to a scenario,"await expect(panel.locator('[data-testid=""case-task-pane-title""]')).toHaveText(readFirstTitle, { timeout: 20_000 })",yes,no,verified
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",verified,"Asserts the success toast names the completed task, that the path is unchanged after the press, that the second task takes its place with its own verbs, and that the engine stored state completed with isTerminal true, so a press that only moved the screen reddens.",no,yes,resolves to a scenario,"await expect(page.locator(SUCCESS_TOAST)).toContainText(completeFirstTitle, { timeout: 30_000 })",yes,no,verified
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",verified,"Asserts the success toast names the completed task, that the path is unchanged after the press, that the second task takes its place with its own verbs, and that the engine stored state completed with isTerminal true, so a press that only moved the screen reddens.",no,yes,resolves to a scenario,"await expect(page.locator(SUCCESS_TOAST)).toContainText(completeFirstTitle, { timeout: 30_000 })",yes,no,verified
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",verified,"Completes the only open task, asserts the pane's own empty text in both locales, then follows View all to the case scoped Tasks list and asserts exactly one row for that task carrying a completed status, which is both THENs.",no,yes,resolves to a scenario,await expect(row).toContainText(/completed|afgerond|voltooid/i),yes,no,verified
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",verified,"Completes the only open task, asserts the pane's own empty text in both locales, then follows View all to the case scoped Tasks list and asserts exactly one row for that task carrying a completed status, which is both THENs.",no,yes,resolves to a scenario,await expect(row).toContainText(/completed|afgerond|voltooid/i),yes,no,verified
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,verified,"Asserts the case link renders on the task page with the case title as its text rather than a uuid, then clicks it and asserts both the URL and the case detail page carry that case, so a missing link or one pointing at the wrong case reddens.",no,yes,resolves to a scenario,await expect(link).toHaveText(linkCaseTitle),yes,no,verified
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,verified,"Asserts the case link renders on the task page with the case title as its text rather than a uuid, then clicks it and asserts both the URL and the case detail page carry that case, so a missing link or one pointing at the wrong case reddens.",no,yes,resolves to a scenario,await expect(link).toHaveText(linkCaseTitle),yes,no,verified
openspec/specs/case-dashboard-view/spec.md,one-history-tab-in-the-sidebar,tests/e2e/case-timeline.spec.ts,the sidebar offers History and no version history,verified,"Asserts both halves the scenario names, the audit tab button present and the version-history tab button at count zero, so leaving the old tab beside the new one reddens it.",no,yes,resolves to a scenario,await expect(sidebar.locator('#tab-button-version-history')).toHaveCount(0),yes,no,verified
openspec/specs/case-dashboard-view/spec.md,the-newest-write-reads-first-with-its-actor,tests/e2e/case-timeline.spec.ts,"the newest write reads first, with its actor",verified,"Asserts the update row's index is above the create row's and that the update row names admin, which is ordering plus actor; it reads positions among the writes rather than demanding row zero, so an audited read on page load cannot mask a bottom-up trail.",no,yes,resolves to a scenario,"expect(updateAt, `the create sits above the update, so the trail is bottom-up: ${seen}`).toBeLessThan(createAt)",yes,no,verified
openspec/specs/case-dashboard-view/spec.md,the-action-filter-narrows-to-updates,tests/e2e/case-timeline.spec.ts,the Action filter narrows the list and never sits on Loading,verified,"Polls until the rendered list is non-empty AND every row reads update, then asserts it is narrower than before, so neither the widget's own reset to zero rows nor a filter that did nothing satisfies it, and it asserts the vue-select spinner is hidden for the never-on-Loading half.",no,yes,resolves to a scenario,.poll(async () => rendered.length > 0 && rendered.every((t) => /update/i.test(t))).toBe(true),yes,no,verified
openspec/specs/case-types/spec.md,a-coloured-status-shows-on-the-board,tests/e2e/case-type-authoring-extras.spec.ts,a coloured status draws its board column in that colour,verified,"asserts the board column for this run's In behandeling status carries data-colour orange, which is the token the scenario names, rather than asserting the column merely exists",no,yes,resolves to a scenario,"await expect(column.locator('[data-testid=""board-column-colour""]')).toHaveAttribute('data-colour', 'orange')",yes,no,verified
openspec/specs/case-types/spec.md,a-hidden-status-keeps-its-cases-out-of-the-list,tests/e2e/case-type-authoring-extras.spec.ts,"a hidden status keeps its cases off the list, and Closed brings them back",verified,"asserts an open case of the same type is listed while all three hidden-status cases are absent, then that the Closed tab brings one back, so an empty list cannot pass and both halves of the scenario are covered",no,yes,resolves to a scenario,"await expect(page.getByText(`${RUN_PREFIX} Afgehandelde zaak ${n}`, { exact: true })).toHaveCount(0)",yes,no,verified
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,the case page draws the current status in its status’s colour,verified,"the citation names no requirement, only the file; the test asserts the case page's current-status badge carries data-colour orange, which is REQ-CT-19's badge clause",no,no,no anchor: cites a whole spec file,"await expect(page.getByTestId('case-current-status')).toHaveAttribute('data-colour', 'orange', { timeout: 30_000 })",yes,no,verified
openspec/specs/case-types/spec.md,a-child-shows-its-parents-statuses,tests/e2e/case-type-authoring-extras.spec.ts,"a child that declares nothing shows its parent’s four statuses, marked Inherited",verified,"asserts exactly four status rows and four inherited-origin badges plus the parent's title, so a merge that dropped one of the parent's statuses reddens instead of reading as working",no,yes,resolves to a scenario,"await expect(statuses.locator('.case-type-blueprint__badge[data-origin=""inherited""]')).toHaveCount(4)",yes,no,verified
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,a child’s own deadline beats its parent’s,verified,"the citation names no requirement, only the file; the test reads the blueprint endpoint and asserts the chain resolves with the child at P6W and the parent at P12W, so a broken parent chain reddens, but it never computes the deadline a case of the child actually gets, which is what the override scenario states",no,no,no anchor: cites a whole spec file,expect(blueprint.parents[0].processingDeadline).toBe('P12W'),yes,no,partial
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"a parent that descends from the type is refused, and the message names the cycle",verified,"the citation names no requirement, only the file; the test sends a parent that descends from the type through the object API and asserts a 422 whose message names the loop, that the stored parentCaseType is unchanged, and that the blueprint chain repeats no type",yes,no,no anchor: cites a whole spec file,"expect(refused.status(), await refused.text()).toBe(422)",yes,no,partial
openspec/specs/property-definition-management/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,picking a folder narrows the Case types index to that category,verified,"the citation names no requirement, only the file; the test confirms all three types exist over the API first, then picks the folder and asserts the two in the category are visible and the one outside it is absent, so a folder that narrowed nothing reddens",no,no,no anchor: cites a whole spec file,"await expect(page.getByText(`${RUN_PREFIX} Onaf concept`, { exact: true })).toHaveCount(0)",yes,no,verified
openspec/specs/property-definition-management/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"an attribute saved without a case type is listed on every type, marked Shared",verified,"the citation names no requirement, only the file; the test opens two different case types and asserts the shared attribute's row carries the shared-origin badge on each, which is REQ-PDM-02",no,no,no anchor: cites a whole spec file,"await expect(row.locator('.case-type-blueprint__badge[data-origin=""shared""]')).toBeVisible()",yes,no,verified
openspec/specs/avg-verwerkingenlogging/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,the personal data block reads back the categories and the basis,verified,"the citation names no requirement, only the file; the test asserts the case type page renders the stored values public_task, bsn and behandelen-bezwaarschrift rather than only the block's labels, which is REQ-AVG-01's read-back",no,no,no anchor: cites a whole spec file,await expect(detail).toContainText('behandelen-bezwaarschrift'),yes,no,verified
