citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,"the task due windows narrow the collection, edges included",verified,Asserts all four window edges against the engine endpoint; proves the window semantics but not the manifest chip that sends them.,no,no,no anchor: cites a whole spec file,"expect(inWindow, 'a task due in thirty days is not').not.toContain(tasks['task-next-month'])"
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,"overdue is the instant comparison, so a task due later today is not late",verified,"Asserts the overdue projection is an instant comparison, the substantive rule behind REQ-TASK-017's boundary scenario.",no,no,no anchor: cites a whole spec file,"expect(late, 'a task due later today is not overdue').not.toContain(tasks['task-due-today'])"
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Transition moves the selection, with a reason",verified,Asserts the dialog reports 2 of 2 and then re-reads both cases from the API to confirm the engine actually moved them.,yes,no,no anchor: cites a whole spec file,"expect(saved.status, `${key} moved`).not.toBe(statusReceived)"
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"no reason, no execute",verified,"Asserts Execute is disabled with the preview loaded and an empty reason, and becomes enabled once a reason is typed; the 'no reason, no execute' scenario.",yes,no,no anchor: cites a whole spec file,"await expect(dialog.locator('[data-testid=""bulk-execute""]')).toBeDisabled()"
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Suspend then Resume, each with its reason",verified,"Polls the case journal for the suspend reason and then the resume reason, not just the dialog counter; the suspend-and-resume scenario.",yes,no,no anchor: cites a whole spec file,expect.poll(...).toContain('Awaiting documents')
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Extend term writes the new end date, and leaves the Deadline column alone",verified,"Asserts plannedEndDate moved to the new date AND that the readOnly deadline did not, which is the requirement's explicit invariant.",yes,no,no anchor: cites a whole spec file,expect(String(after.deadline ?? '')).toBe(String(before.deadline ?? ''))
openspec/specs/case-bulk-status-transition/spec.md,,tests/e2e/case-list-lenses.spec.ts,the Cases list offers all five bulk actions on a selection,verified,"Asserts all five declared bulkActions render on a selection, which is what the requirement enumerates; says nothing about what they do.",no,no,no anchor: cites a whole spec file,"await expect(strip.locator(`[data-testid=""cn-bulk-action-${id}""]`), `the strip offers ${id}`).toBeVisible()"
openspec/specs/case-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,"the deadline query narrows the list, which is what the sidebar filter would drive",partial,REQ-CM-32 requires a sidebar Deadline before control; the test only calls the object API with deadline[lt] and never opens the sidebar it specifies.,no,no,no anchor: cites a whole spec file,"expect(titles.some((t) => t.includes(`${RUN_PREFIX} mine-far`)), 'the case due in 30 days is not').toBe(false)"
openspec/specs/case-management/spec.md,the-tab-lists-the-cases-objects,tests/e2e/case-objects.spec.ts,the tab lists this case objects and not another case one,verified,"Asserts exactly two rows with their type, identification and description and that the other case's object is filtered out; the link column is only implied.",yes,yes,resolves to a scenario,await expect(widget.getByText(OTHER_ID)).toHaveCount(0)
openspec/specs/case-management/spec.md,the-tab-lists-the-cases-objects,tests/e2e/case-objects.spec.ts,the tab lists this case objects and not another case one,verified,"Duplicate of #89 (same scenario cited twice on one test): two rows with their fields, other case's object excluded.",yes,yes,resolves to a scenario,await expect(widget.getByText(OTHER_ID)).toHaveCount(0)
openspec/specs/case-management/spec.md,an-empty-case-shows-the-tab,tests/e2e/case-objects.spec.ts,"a case without objects shows the tab, its empty state and the way out",verified,"Asserts the empty-state text, the tab's presence, the Link object way out AND that the caseObject query actually answered under 400.",no,yes,resolves to a scenario,"expect(statuses.every((s) => s < 400), `caseObject queries: ${statuses.join(',')}`).toBe(true)"
openspec/specs/case-management/spec.md,an-empty-case-shows-the-tab,tests/e2e/case-objects.spec.ts,"a case without objects shows the tab, its empty state and the way out",verified,Duplicate of #91 on the same test: empty-state text plus a non-error caseObject request.,no,yes,resolves to a scenario,"expect(statuses.every((s) => s < 400), `caseObject queries: ${statuses.join(',')}`).toBe(true)"
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,the Link object form asks for the object fields and never for the case,partial,The scenario's THEN is the saved row and the stored `case` key; this test only inspects the form's field set and never saves anything.,no,yes,resolves to a scenario,"await expect(dialog.locator('[data-cn-field=""case""]')).toHaveCount(0)"
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,the Link object form asks for the object fields and never for the case,partial,"Duplicate citation of the same scenario on the form-shape test: no save, no row, no stored `case` assertion.",no,yes,resolves to a scenario,"await expect(dialog.locator('[data-cn-field=""case""]')).toHaveCount(0)"
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,an object linked from the case carries that case and shows up in the tab,verified,"Fills and saves the Link object form, re-reads the created caseObject and asserts its `case`, `objectType` and `description`, then the row in the tab.",yes,yes,resolves to a scenario,expect(String(stored.case)).toBe(formCaseId)
openspec/specs/case-management/spec.md,a-linked-object-shows-up-in-the-tab,tests/e2e/case-objects.spec.ts,an object linked from the case carries that case and shows up in the tab,verified,Duplicate of #95 on the same test: the stored `case` key and the resulting tab row are both asserted.,yes,yes,resolves to a scenario,expect(String(stored.case)).toBe(formCaseId)
openspec/specs/case-management/spec.md,a-link-without-an-object-type-is-refused,tests/e2e/case-objects.spec.ts,a link without an object type cannot be saved and the field is marked,verified,"Asserts the confirm is disabled, the required marker is on objectType, filling it releases the button, and no row was written.",yes,yes,resolves to a scenario,"expect(rows.filter((r) => String(r.objectIdentification ?? '') === refusedId), 'no case object should have been saved without an object type').toHaveLength(0)"
openspec/specs/case-management/spec.md,a-link-without-an-object-type-is-refused,tests/e2e/case-objects.spec.ts,a link without an object type cannot be saved and the field is marked,verified,"Duplicate of #97 on the same test: disabled save, required marker, no persisted row.",yes,yes,resolves to a scenario,"expect(rows.filter((r) => String(r.objectIdentification ?? '') === refusedId), 'no case object should have been saved without an object type').toHaveLength(0)"
openspec/specs/case-management/spec.md,one-building-two-cases,tests/e2e/case-objects.spec.ts,the index finds one building on two cases and leaves the vehicle out,verified,Asserts exactly two rows told apart by their per-case descriptions and that neither the vehicle nor the other object appears.,no,yes,resolves to a scenario,"await expect(rows).toHaveCount(2, { timeout: 30_000 })"
openspec/specs/case-management/spec.md,one-building-two-cases,tests/e2e/case-objects.spec.ts,the index finds one building on two cases and leaves the vehicle out,verified,"Duplicate of #99 on the same test: two rows, one per case, vehicle excluded.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(2, { timeout: 30_000 })"
openspec/specs/case-management/spec.md,a-row-opens-its-case,tests/e2e/case-objects.spec.ts,"View case on a row opens that row case, not the row",verified,"Asserts the row action lands on the CASE's id, not the case object's, and that the detail page carries the case title.",no,yes,resolves to a scenario,"await expect(page).toHaveURL(new RegExp(`/cases/${objectsCaseId}(?:[?#]|$)`), { timeout: 30_000 })"
openspec/specs/case-management/spec.md,a-row-opens-its-case,tests/e2e/case-objects.spec.ts,"View case on a row opens that row case, not the row",verified,Duplicate of #101 on the same test: the URL carries the parent case id and the detail page renders its title.,no,yes,resolves to a scenario,"await expect(page).toHaveURL(new RegExp(`/cases/${objectsCaseId}(?:[?#]|$)`), { timeout: 30_000 })"
openspec/specs/case-management/spec.md,the-sidebar-groups-by-object-type,tests/e2e/case-objects.spec.ts,the sidebar groups by object type and All objects brings every row back,verified,"Picks the building folder, asserts the list narrows to one row with the building id and no vehicle, then that All objects restores both rows.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(1, { timeout: 20_000 })"
openspec/specs/case-management/spec.md,the-sidebar-groups-by-object-type,tests/e2e/case-objects.spec.ts,the sidebar groups by object type and All objects brings every row back,verified,Duplicate of #103 on the same test: folder narrowing to one row and the All control restoring two.,no,yes,resolves to a scenario,"await expect(rows).toHaveCount(1, { timeout: 20_000 })"
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,"the tab lists this case parties with their delegation, and not another case one",verified,"Asserts two rows, the participant, the delegate and the delegation end year on the right row, and the other case's party filtered out; the role-type cell is not asserted.",no,yes,resolves to a scenario,await expect(handler).toContainText(DELEGATE_PARTICIPANT)
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,"the tab lists this case parties with their delegation, and not another case one",verified,"Duplicate short-form citation of the same scenario on the same test; same evidence, three of the four named columns asserted.",no,yes,resolves to a scenario,"await expect(rows).toHaveCount(2, { timeout: 20_000 })"
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,the Parties tab sits in the strip and the retired Contacts tab does not,partial,"Asserts only that the People tab is in the strip and the retired Contacts tab is not; never opens the tab, never reads a party row, role type, delegate or end date.",no,yes,resolves to a scenario,"await expect(strip.getByRole('tab', { name: 'People', exact: true })).toBeVisible({ timeout: 15_000 })"
openspec/specs/roles-decisions/spec.md,parties-visible-on-the-case,tests/e2e/case-parties.spec.ts,the Parties tab sits in the strip and the retired Contacts tab does not,partial,Duplicate short-form citation on the same strip-membership test; the scenario's list-shows-both-rows half is untouched.,no,yes,resolves to a scenario,"await expect(strip.getByRole('tab', { name: /^(Contacts|Contacten|Connected contacts)$/ })).toHaveCount(0)"
openspec/specs/roles-decisions/spec.md,a-case-without-parties-says-so,tests/e2e/case-parties.spec.ts,a case without parties shows the empty state and the Add party action,verified,"Asserts the empty-state text, that every role query returned under 400 so an empty state on a 404 cannot pass, and that Add party is reachable.",no,yes,resolves to a scenario,await expect(page.getByTestId('cn-action-add-party')).toBeVisible({ timeout: 15_000 })
openspec/specs/roles-decisions/spec.md,a-case-without-parties-says-so,tests/e2e/case-parties.spec.ts,a case without parties shows the empty state and the Add party action,verified,Duplicate short-form citation on the same test; same empty-state plus Add party evidence.,no,yes,resolves to a scenario,"await expect(widget).toContainText(/No parties on this case yet|Nog geen betrokkenen bij deze zaak/, { timeout: 20_000 })"
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,the Add party form asks for the party fields and never for the case,partial,"Asserts which fields the Add party form offers and that it never asks for the case; nothing is saved, so neither THEN (new row, saved case reference) is reached.",no,yes,resolves to a scenario,"await expect(dialog.locator('[data-cn-field=""case""]')).toHaveCount(0)"
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,the Add party form asks for the party fields and never for the case,partial,Duplicate short-form citation on the same form-shape test; the scenario's two THENs both concern the SAVED row and are never exercised.,no,yes,resolves to a scenario,"await expect(dialog.locator(`[data-cn-field=""${key}""]`)).toHaveCount(1)"
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,a party added from the case carries that case and shows up in the tab,verified,"Saves through the dialog, reads the stored role back for case, participant and roleType, and asserts the new row appears in the Parties tab: both THENs.",no,yes,resolves to a scenario,expect(String(stored.case)).toBe(formCaseId)
openspec/specs/roles-decisions/spec.md,add-a-party-with-the-case-prefilled,tests/e2e/case-parties.spec.ts,a party added from the case carries that case and shows up in the tab,verified,Duplicate short-form citation on the same save test; same stored-object evidence.,no,yes,resolves to a scenario,"await expect(widget.locator('tbody tr').filter({ hasText: TYPED_PARTICIPANT })).toHaveCount(1, { timeout: 20_000 })"
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the case page offers a Team field beside the assignee,partial,"Only asserts the word Team appears in the case Data panel; the scenario's THENs are the index Team column and the facet count, neither of which this test visits.",no,yes,resolves to a scenario,"await expect(core).toContainText('Team', { timeout: 15_000 })"
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the case page offers a Team field beside the assignee,partial,Duplicate short-form citation on the same field-presence test; a substring match on a panel is not the index column the scenario names.,no,yes,resolves to a scenario,"await expect(core).toContainText('Team', { timeout: 15_000 })"
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a case with a team shows it in the Team column and keeps its assignee,verified,"Writes assignedGroup, asserts the assignee survives, then that the index row shows the team NAME not a uuid with a Team columnheader; the facet-count half is the sibling's.",no,yes,resolves to a scenario,"await expect(row).toContainText(teamName, { timeout: 20_000 })"
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,a case with a team shows it in the Team column and keeps its assignee,verified,Duplicate short-form citation on the same index-column test; same evidence.,no,yes,resolves to a scenario,"await expect(page.getByRole('columnheader', { name: 'Team' })).toBeVisible()"
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the Cases sidebar offers a Team facet,partial,"Asserts only that a Team filter label is attached in a collapsed sidebar; the requirement is the facet listing Team Permits with count one, and no option or count is read.",no,yes,resolves to a scenario,await expect(page.locator('.cn-index-sidebar__filter-label').filter({ hasText: /^Team$/ }).first()).toBeAttached({ timeout: 20_000 })
openspec/specs/role-routing-via-or-rbac/spec.md,assign-a-case-to-a-team,tests/e2e/case-parties.spec.ts,the Cases sidebar offers a Team facet,partial,Duplicate short-form citation on the same facet-label test; an attached label survives a facet that lists nothing.,no,yes,resolves to a scenario,await expect(page.locator('.cn-index-sidebar__filter-label').filter({ hasText: /^Team$/ }).first()).toBeAttached({ timeout: 20_000 })
openspec/specs/role-routing-via-or-rbac/spec.md,mine-shows-only-my-cases,tests/e2e/case-parties.spec.ts,the Mine chip narrows the list to my own cases,verified,"Seeds one case for the user and one for a colleague, asserts both listed on All, then after the Mine chip the colleague's is gone and the user's remains.",no,yes,resolves to a scenario,"await expect(colleague).toHaveCount(0, { timeout: 30_000 })"
openspec/specs/role-routing-via-or-rbac/spec.md,mine-shows-only-my-cases,tests/e2e/case-parties.spec.ts,the Mine chip narrows the list to my own cases,verified,Duplicate short-form citation on the same Mine-chip test; same before-and-after row counts.,no,yes,resolves to a scenario,await expect(mine).toHaveCount(1)
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,"the New case form asks for a requester, and the field is enabled",verified,"Asserts the requester field renders once, is enabled, carries no 'provides Requester' notice and Create works with it empty; the three picker types are unasserted.",no,no,no anchor: cites a whole spec file,await expect(create).toBeEnabled()
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,"the edit form carries the requester field, enabled",verified,"Matches the edit-form scenario exactly: the field is present, enabled and carries no integration tooltip.",no,no,no anchor: cites a whole spec file,"await expect(requester.locator('input, [role=""combobox""]').first()).toBeEnabled({ timeout: 15_000 })"
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,a case saved with only the reference gains its projection,verified,Asserts the projection is filled and persisted from a bare uuid and that the canonical requester reference is untouched.,no,no,no anchor: cites a whole spec file,expect(after.initiatorSourceId).toBe(PLAIN.bsn)
openspec/specs/initiator-selection/spec.md,,tests/e2e/case-requester.spec.ts,a company requester persists as the uuid and the projection,verified,"Asserts the kvkCompany uuid plus all three projection fields, which is the company-selection requirement verbatim.",no,no,no anchor: cites a whole spec file,expect(saved.initiatorSourceId).toBe(COMPANY.kvk)
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,"the case page names the person, the number and the address",verified,"Asserts name, type, BSN, the address resolved off the source row and the link target, all four THEN clauses of the card requirement.",no,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-address""]'), 'the address is resolved from the brpPerson row').toContainText('Mandelaplein')"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,a company card links to the KvK record,verified,"Asserts the company name, the type Company, the KvK number and that the number links to the organisation record.",no,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-source-link""]')).toHaveAttribute('href', new RegExp(`/organisations/${companyId}$`))"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,a case without a requester shows no card,verified,"Asserts no initiator card plus a distinct empty line, with the tab strip proving the page had actually rendered.",no,no,no anchor: cites a whole spec file,"await expect(page.locator('[data-testid=""initiator-section""]')).toHaveCount(0)"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,the requester is a column on the case list,verified,"Asserts the Requester column header and the persona's name in that specific case's row, found by filtering on title.",no,no,no anchor: cites a whole spec file,"await expect(row.first()).toContainText(PLAIN.name, { timeout: 30_000 })"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,the list filters on the requester name,verified,Asserts the filter narrows server-side: the matching case is returned and the other requester's case is not.,no,no,no anchor: cites a whole spec file,"expect(titles.some((t) => t.includes(`${RUN_PREFIX} Bedrijfsaanvrager`)), 'and not the case with a different requester').toBe(false)"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,"a protected BSN is masked, and a reveal is one logged read",verified,"Asserts the masked form, that nothing is read before the click, the full BSN after, and exactly one read carrying _reason=bsn-reveal.",yes,no,no anchor: cites a whole spec file,"expect(reads.length, `reads carrying the reason: ${reads.join(' | ')}`).toBe(1)"
openspec/specs/initiator-display/spec.md,,tests/e2e/case-requester.spec.ts,an unprotected person is not masked,verified,"Asserts the full BSN with no Protected marker and no Reveal button, with the address proving the source row resolved.",no,no,no anchor: cites a whole spec file,"await expect(card.locator('[data-testid=""initiator-protected""]')).toHaveCount(0)"
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",verified,Asserts the earliest task is in the pane with Complete and Cancel and the second is listed under it; only two of the three named buttons are checked.,no,yes,resolves to a scenario,"await expect(panel.locator('[data-testid=""case-task-pane-title""]')).toHaveText(readFirstTitle, { timeout: 20_000 })"
openspec/specs/task-management/spec.md,the-open-task-shows-its-buttons-on-the-case,tests/e2e/case-task-pane.spec.ts,"the open task shows its lifecycle buttons on the case, with the next one listed under it",verified,"Duplicate alias of the same scenario; same assertions, so same verdict: first task with its buttons, second under the pane.",no,yes,resolves to a scenario,"await expect(panel.locator('[data-testid=""case-task-pane-title""]')).toHaveText(readFirstTitle, { timeout: 20_000 })"
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",verified,"Toast names the completed task, the route is unchanged, the second task takes over with its verbs, and the engine row reads completed/terminal.",no,yes,resolves to a scenario,expect(String(completed?.state)).toBe('completed')
openspec/specs/task-management/spec.md,completing-the-task-confirms-and-shows-the-next-one,tests/e2e/case-task-pane.spec.ts,"completing the task confirms it by name, stays on the case and shows the next task",verified,"Duplicate alias of the same scenario, judged on the same assertions: toast, unchanged route, successor task and the persisted state.",no,yes,resolves to a scenario,expect(String(completed?.state)).toBe('completed')
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",verified,Asserts the empty-pane text after the last completion and that View all leads to the task listed as completed.,no,yes,resolves to a scenario,await expect(row).toContainText(/completed|afgerond|voltooid/i)
openspec/specs/task-management/spec.md,the-last-task-leaves-an-empty-pane,tests/e2e/case-task-pane.spec.ts,"the last task leaves the empty text, and View all shows it completed",verified,Duplicate alias of the same scenario; the empty pane text and the completed row under View all are both asserted.,no,yes,resolves to a scenario,await expect(row).toContainText(/completed|afgerond|voltooid/i)
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,verified,Asserts the case title as link text and that clicking it lands on that case page showing the same title.,no,yes,resolves to a scenario,await expect(link).toHaveText(linkCaseTitle)
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView names its case and following the link opens the case,verified,Duplicate alias of the same scenario; the link text and the navigation are both asserted.,no,yes,resolves to a scenario,await expect(link).toHaveText(linkCaseTitle)
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,"TaskDetailView carries the case identity, and does not repeat it as a raw row",partial,"Right page, but it asserts the case card's identifier, handler, type and deadline; the cited scenario's title link and navigation are never touched.",no,yes,resolves to a scenario,"await expect(card.locator('[data-testid=""task-case-card-handler""]')).toHaveText(LINK_CASE_HANDLER)"
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,"TaskDetailView carries the case identity, and does not repeat it as a raw row",partial,"Duplicate alias; the same card-content assertions would all survive a broken case-title link, which is what the scenario requires.",no,yes,resolves to a scenario,"await expect(card.locator('[data-testid=""task-case-card-handler""]')).toHaveText(LINK_CASE_HANDLER)"
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView carries the task own notes and appointments,partial,Drives the task page but asserts only the Notes and Appointments section headings; the case title link the cited scenario names is never asserted.,no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Notes', exact: true })).toBeVisible({ timeout: 20_000 })"
openspec/specs/task-management/spec.md,the-task-names-its-case-and-leads-back-to-it,tests/e2e/case-task-pane.spec.ts,TaskDetailView carries the task own notes and appointments,partial,Duplicate alias; removing the case link entirely would leave both heading assertions green.,no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Appointments', exact: true })).toBeVisible({ timeout: 20_000 })"
openspec/specs/case-dashboard-view/spec.md,one-history-tab-in-the-sidebar,tests/e2e/case-timeline.spec.ts,the sidebar offers History and no version history,verified,Asserts both halves: the audit tab button is visible and the version-history tab button does not exist.,no,yes,resolves to a scenario,await expect(sidebar.locator('#tab-button-version-history')).toHaveCount(0)
openspec/specs/case-dashboard-view/spec.md,the-newest-write-reads-first-with-its-actor,tests/e2e/case-timeline.spec.ts,"the newest write reads first, with its actor",verified,Asserts the update row sits above the create row in the audit trail and that the update row names admin; a bottom-up trail (the openregister #3540 defect) reddens it.,yes,yes,resolves to a scenario,"expect(updateAt, `the create sits above the update, so the trail is bottom-up: ${seen}`).toBeLessThan(createAt)"
openspec/specs/case-dashboard-view/spec.md,the-action-filter-narrows-to-updates,tests/e2e/case-timeline.spec.ts,the Action filter narrows the list and never sits on Loading,verified,"Requires the settled list non-empty AND all update rows, narrower than before, spinner hidden, so neither the widget's own reset nor a no-op filter passes.",no,yes,resolves to a scenario,"await expect.poll(async () => { const rendered = await rows.allInnerTexts(); return (rendered.length > 0 && rendered.every((t) => /update/i.test(t))) }, ...).toBe(true)"
openspec/specs/case-types/spec.md,a-coloured-status-shows-on-the-board,tests/e2e/case-type-authoring-extras.spec.ts,a coloured status draws its board column in that colour,verified,"Reads the board column's colour token for the named status, which is exactly the scenario's THEN.",no,yes,resolves to a scenario,"await expect(column.locator('[data-testid=""board-column-colour""]')).toHaveAttribute('data-colour', 'orange')"
openspec/specs/case-types/spec.md,a-hidden-status-keeps-its-cases-out-of-the-list,tests/e2e/case-type-authoring-extras.spec.ts,"a hidden status keeps its cases off the list, and Closed brings them back",verified,"All three hidden-status cases absent while an open case of the same type is listed, then the Closed chip brings one back.",no,yes,resolves to a scenario,"await expect(page.getByText(`${RUN_PREFIX} Afgehandelde zaak ${n}`, { exact: true })).toHaveCount(0)"
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,the case page draws the current status in its status’s colour,verified,"Whole-file citation, but REQ-CT-19 states the status badge on the case renders in the status colour and that is what is asserted.",no,no,no anchor: cites a whole spec file,"await expect(page.getByTestId('case-current-status')).toHaveAttribute('data-colour', 'orange', { timeout: 30_000 })"
openspec/specs/case-types/spec.md,a-child-shows-its-parents-statuses,tests/e2e/case-type-authoring-extras.spec.ts,"a child that declares nothing shows its parent’s four statuses, marked Inherited",verified,"Asserts exactly four status rows, four Inherited badges and the named parent, so a dropped inherited status reddens.",no,yes,resolves to a scenario,"await expect(statuses.locator('.case-type-blueprint__badge[data-origin=""inherited""]')).toHaveCount(4)"
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,a child’s own deadline beats its parent’s,partial,"Reads the seeded deadlines back off the blueprint API; the scenario's THEN, that a filed case gets a 6-week deadline, is never exercised.",no,no,no anchor: cites a whole spec file,expect(blueprint.caseType.processingDeadline).toBe('P6W')
openspec/specs/case-types/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"a parent that descends from the type is refused, and the message names the cycle",partial,The cycle is saved successfully here and only blueprint termination is asserted; the spec's refusal on save with a message naming the cycle is never exercised.,yes,no,no anchor: cites a whole spec file,expect(new Set(ids).size).toBe(ids.length)
openspec/specs/property-definition-management/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,picking a folder narrows the Case types index to that category,verified,"After picking the folder the two in-category types are visible and the out-of-category one is gone, which is the narrowing the spec requires.",no,no,no anchor: cites a whole spec file,"await expect(page.getByText(`${RUN_PREFIX} Onaf concept`, { exact: true })).toHaveCount(0)"
openspec/specs/property-definition-management/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"an attribute saved without a case type is listed on every type, marked Shared",verified,Asserts the shared attribute row with its Shared badge on two different case types.,no,no,no anchor: cites a whole spec file,"await expect(row.locator('.case-type-blueprint__badge[data-origin=""shared""]')).toBeVisible()"
openspec/specs/avg-verwerkingenlogging/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,the personal data block reads back the categories and the basis,verified,"Asserts the saved category, legal basis and activity code are read back; scoped to the whole detail page rather than the Personal data block.",no,no,no anchor: cites a whole spec file,await expect(detail).toContainText('behandelen-bezwaarschrift')
openspec/specs/workflow-import-export/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,Export starts a download whose name carries the type’s identifier,partial,"The scenario requires the download name to carry the type's identifier; the test checks only the .zip extension, despite its own title claiming otherwise.",no,no,no anchor: cites a whole spec file,expect(file.suggestedFilename()).toMatch(/\.zip$/)
openspec/specs/workflow-import-export/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"Duplicate lands you on the copy, with the same statuses",verified,Lands on a different case type page carrying the source's two statuses; the '(kopie)' title the scenario names is not asserted.,no,no,no anchor: cites a whole spec file,await expect(page.getByTestId('case-type-statuses').locator('.case-type-blueprint__row')).toHaveCount(2)
openspec/specs/zaaktype-versioning/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,a draft with findings lists them and stays a draft,verified,"Findings listed, no change-note field, no Publish confirm, and the stored type still a draft, so a publish that ignored findings reddens.",yes,no,no anchor: cites a whole spec file,expect(stored.isDraft).toBe(true)
openspec/specs/zaaktype-versioning/spec.md,,tests/e2e/case-type-authoring-extras.spec.ts,"a valid draft is published with its change note, and the version says so",verified,"Draft flag cleared, workflow template published with the change note as description, and the note rendered on the Versions list.",no,no,no anchor: cites a whole spec file,expect(String(template.lifecycleStatus)).toBe('published')
openspec/specs/case-types/spec.md,the-create-form-asks-the-twelve-authoring-fields-and-not-the-rest,tests/e2e/case-type-create-form.spec.ts,asks the twelve authoring fields and not the other twenty-nine,verified,"Loops all twelve authoring fields asserting presence and thirteen excluded properties asserting absence, exactly the scenario's two clauses.",no,yes,resolves to a scenario,"await expect(dialog.locator(`[data-cn-field=""${key}""]`), `${key} is not a create-time field`).toHaveCount(0)"
